name,type,type_en,tags
shield-code,轮廓线,outline,"protection, defense, program, security, guard, script, encrypt, encode, programming, shield"
shield-cog,轮廓线,outline,"protection, defense, mechanism, gear, security, guard, tool, adjust, system, shield"
shield-dollar,轮廓线,outline,"protection, finance, currency, money, security, guard, wealth, cost, economy, budget"
shield-down,轮廓线,outline,"protection, defense, decrease, lower, security, guard, fall, reduce, descend, diminish"
shield-exclamation,轮廓线,outline,"protection, alert, warning, notice, security, guard, caution, important, attention, notify"
shield-half,轮廓线,outline,"safe, security, secure, safety, protect, protection, shield, half, control, operation"
shield-heart,轮廓线,outline,"protection, love, care, affection, security, guard, compassion, protect, defense, preserve"
shield-lock,轮廓线,outline,"secure, security, closed, key, safety, shield, lock, private, control, operation"
shield-minus,轮廓线,outline,"protection, reduce, decrease, lessen, security, guard, subtract, remove, withdraw, diminish"
shield-off,轮廓线,outline,"safety, protect, protection, shield, off, control, operation, disabled, inactive, function"
shield-pause,轮廓线,outline,"protection, halt, stop, break, security, guard, interrupt, pause, wait, delay"
shield-pin,轮廓线,outline,"protection, locate, attach, security, guard, position, fix, mark, secure, anchor"
shield-plus,轮廓线,outline,"protection, addition, increase, add, security, guard, extend, boost, grow, expand"
shield-question,轮廓线,outline,"protection, inquiry, query, ask, security, guard, wonder, doubt, interrogate, puzzle"
shield-search,轮廓线,outline,"protection, explore, find, locate, security, guard, scout, detect, scan, seek"
shield-share,轮廓线,outline,"protection, connect, distribute, socialize, security, guard, share, spread, network, disperse"
shield-star,轮廓线,outline,"protection, highlight, excellent, security, guard, favorite, elite, premium, focus, top"
shield-up,轮廓线,outline,"protection, elevate, increase, ascend, security, guard, rise, boost, advance, improve"
shield-x,轮廓线,outline,"unprotected, protection, cancel, no, shield, control, operation, function, interface, management"
shield,轮廓线,outline,"safety, protect, protection, shield, control, operation, function, interface, management"
ship-off,轮廓线,outline,"sail, sail across, ocean, river, lake, sea, sailor, journey, transit, manufactures, containers"
ship,轮廓线,outline,"sail, sail across, ocean, river, lake, sea, sailor, journey, transit, manufactures, containers"
shirt-off,轮廓线,outline,"gear, outfit, mocker, shirt, off, store, purchase, disabled, inactive, shopping"
shirt-sport,轮廓线,outline,"basketball, soccer, football, player, clothes, game, shirt, sport, store, purchase"
shirt,轮廓线,outline,"gear, outfit, mocker, shirt, store, purchase, shopping, retail, business"
shoe-off,轮廓线,outline,"sport, boots, boot, footwear, sneaker, nike, adidas, shoe, off, store"
shoe,轮廓线,outline,"sport, boots, boot, footwear, sneaker, nike, adidas, shoe, store, purchase"
shopping-bag-check,轮廓线,outline,"purchase, buy, verify, approve, store, bag, confirm, secure, validate, acquire"
shopping-bag-discount,轮廓线,outline,"purchase, buy, sale, store, offer, reduce, save, bargain, deal, cut"
shopping-bag-edit,轮廓线,outline,"purchase, modify, change, store, adjust, update, alter, revise, customize, adapt"
shopping-bag-exclamation,轮廓线,outline,"purchase, buy, alert, notice, store, warning, attention, caution, highlight, shopping"
shopping-bag-heart,轮廓线,outline,"love, affection, favorites, wishlist, adore, cherish, romance, passion, emotion, valentine"
shopping-bag-minus,轮廓线,outline,"subtract, remove, decrease, reduce, deduct, lessen, diminish, minimize, shorten, withdraw"
shopping-bag-plus,轮廓线,outline,"add, increase, enhance, boost, augment, expand, amplify, grow, supplement, upgrade"
shopping-bag-search,轮廓线,outline,"find, locate, discover, explore, investigate, browse, inquire, inspect, seek, look"
shopping-bag-x,轮廓线,outline,"delete, remove, cancel, terminate, exclude, annul, erase, cut, negate, obliterate"
shopping-bag,轮廓线,outline,"shop, store, ecommerce, buy, shopping, bag, purchase, retail, business"
shopping-cart-bolt,轮廓线,outline,"power, electric, shock, energy, charge, lightning, spark, voltage, current, thunder"
shopping-cart-cancel,轮廓线,outline,"revoke, void, abort, stop, halt, annul, discontinue, suspend, cease, terminate"
shopping-cart-check,轮廓线,outline,"confirm, verify, validate, approve, authenticate, review, certify, ratify, endorse, sanction"
shopping-cart-code,轮廓线,outline,"program, script, syntax, develop, software, coding, algorithm, markup, debug, compile"
shopping-cart-cog,轮廓线,outline,"settings, gear, control, adjust, configure, tune, calibrate, manage, preference, customize"
shopping-cart-copy,轮廓线,outline,"duplicate, replicate, clone, reproduce, imitate, mimic, backup, mirror, carbon, shopping"
shopping-cart-discount,轮廓线,outline,"sale, offer, deal, bargain, promotion, markdown, rebate, savings, cut, attraction"
shopping-cart-dollar,轮廓线,outline,"money, currency, cash, finance, fund, price, value, cost, economy, wealth"
shopping-cart-down,轮廓线,outline,"decrease, lower, descend, drop, reduce, fall, diminish, lessen, sink, decline"
shopping-cart-exclamation,轮廓线,outline,"alert, warn, notify, caution, attention, alarm, emphasize, highlight, underscore, flag"
shopping-cart-heart,轮廓线,outline,"favorites, love, cherish, adore, affection, passion, emotion, fondness, devotion, shopping"
shopping-cart-minus,轮廓线,outline,"deduct, reduce, decrease, subtract, diminish, remove, shorten, cut, downsize, minimize"
shopping-cart-off,轮廓线,outline,"shop, store, buy, purchase, product, bag, trolley, supermarket, grocery, shopping"
shopping-cart-pause,轮廓线,outline,"halt, stop, delay, suspend, break, interrupt, cease, intermission, freeze, postpone"
shopping-cart-pin,轮廓线,outline,"attach, fix, anchor, stick, fasten, secure, tack, adhere, bind, nail"
shopping-cart-plus,轮廓线,outline,"increase, add, boost, enhance, supplement, grow, amplify, expand, augment, elevate"
shopping-cart-question,轮廓线,outline,"ask, inquire, query, investigate, curiosity, explore, probe, interrogate, wonder, doubt"
shopping-cart-search,轮廓线,outline,"locate, find, discover, explore, seek, investigate, inspect, look, browse, hunt"
shopping-cart-share,轮廓线,outline,"distribute, post, spread, publish, broadcast, divide, announce, impart, circulate, pass"
shopping-cart-star,轮廓线,outline,"favorites, best, top, highlight, rating, celebrate, mark, prominent, outstanding, feature"
shopping-cart-up,轮廓线,outline,"increase, ascend, rise, elevate, boost, grow, amplify, escalate, climb, shopping"
shopping-cart-x,轮廓线,outline,"remove, delete, cancel, erase, terminate, cut, eliminate, strip, dismiss, scrub"
shopping-cart,轮廓线,outline,"shop, store, buy, purchase, product, bag, trolley, supermarket, grocery, shopping"
shovel-pitchforks,轮廓线,outline,"shovel, pitchfork, digging-tool, gardening, agriculture, farm-tool, manual-labor, soil, gardening-implement, dig"
shovel,轮廓线,outline,"garden, tool, digging, farm, dirt, gardening, shovel"
shredder,轮廓线,outline,"paper, document, destroy, device, office, confidential, shredder, hardware, technology, electronic"
sign-left,轮廓线,outline,"direction, west, navigation, arrow, navigate, sign, left, location, geography, place"
sign-right,轮廓线,outline,"direction, east, navigation, arrow, navigate, sign, right, location, geography, place"
signal-2g,轮廓线,outline,"mobile, network, phone, wifi, connection, signal, hardware, technology, 2g, electronic"
signal-3g,轮廓线,outline,"mobile, network, connetion, wi-fi, wireless, smartphone, technology, signal, hardware, 3g"
signal-4g-plus,轮廓线,outline,"mobile, network, connetion, wi-fi, wireless, smartphone, technology, signal, plus, hardware"
signal-4g,轮廓线,outline,"mobile, network, connetion, wi-fi, wireless, smartphone, technology, signal, hardware, 4g"
signal-5g,轮廓线,outline,"mobile, network, connetion, wi-fi, wireless, smartphone, technology, signal, hardware, 5g"
signal-6g,轮廓线,outline,"network, wireless, connectivity, speed, bandwidth, telecom, cellular, latency, data, technology"
signal-e,轮廓线,outline,"edge, network, wireless, mobile, connectivity, cellular, internet, communication, data, coverage"
signal-g,轮廓线,outline,"wireless, network, connectivity, telecom, mobile, cellular, communication, coverage, signal, data"
signal-h-plus,轮廓线,outline,"mobile, network, wireless, connectivity, telecommunication, bandwidth, speed, service, highspeed, coverage"
signal-h,轮廓线,outline,"network, connectivity, bars, communication, reception, antenna, transmission, coverage, signal-strength, wireless"
signal-lte,轮廓线,outline,"4g, mobile, network, speed, connectivity, data, wireless, cellular, broadband, internet"
signature-off,轮廓线,outline,"name, certficate, sign, edit, write, document, writing, signature, off, disabled"
signature,轮廓线,outline,"name, certficate, sign, edit, write, document, writing, signature, typography, font"
sitemap-off,轮廓线,outline,"page, webpage, website, list, roadmap, index, sitemap, off, programming, software"
sitemap,轮廓线,outline,"page, webpage, website, list, roadmap, index, graph, schema, diagram, tree, hierarchy, organization, data"
skateboard-off,轮廓线,outline,"toy, vehicle, electrical, skateboard, off, transport, travel, disabled, inactive, automobile"
skateboard,轮廓线,outline,"toy, vehicle, electrical, skateboard, transport, travel, automobile, mobility"
skateboarding,轮廓线,outline,"sport, board, extreme, street, trick, deck, riding, wheels, skater, action"
skew-x,轮廓线,outline,"skew-horizontal, tilt-x, slant-x, distort-horizontal, angled, slanted, tilted, diagonal, oblique, slope-x"
skew-y,轮廓线,outline,"skew-vertical, tilt-y, slant-y, distort-vertical, angled, slanted, tilted, diagonal, oblique, slope-y"
ski-jumping,轮廓线,outline,"sport, winter, snow, jump, hill, competition, flight, aerial, athlete, extreme"
skull,轮廓线,outline,"halloween, skeleton, dead, pirate, danger, horror, skull, medical, wellness, healthcare"
slash,轮廓线,outline,"sign, divide, dash, slash, calculation, equation, mathematics, numeric, formula"
slashes,轮廓线,outline,"sign, key, button, dash, divide, slashes"
sleigh,轮廓线,outline,"winter, christmas, snow, santa, transport, sledge, sleigh, travel, vehicle, automobile"
slice,轮廓线,outline,"knife, cut, chop, portion, kitchen, tool, slice, creative, artistic, visual"
slideshow,轮廓线,outline,"photo, picture, video, presentation, camera, display, ad, slideshow, typography, writing"
smart-home-off,轮廓线,outline,"apple, devices, connection, link, wifi, bluetooth, smart, home, off, house"
smart-home,轮廓线,outline,"apple, devices, connection, link, wifi, bluetooth, smart, home, house, main"
smoking-no,轮廓线,outline,"ban, prohibition, cigarette, public place, smoking, medical, wellness, no, healthcare, treatment"
